,銘柄番号,企業名,時期,売上高,営業利益,経常利益,純利益,1株益,1株配
348,"3405
",クラレ,会18.12予,--,--,--,--,--,--
349,"3407
",旭化成,連14.3,"1,897,766","143,347","142,865","101,296",72.5,17特
350,"3407
",旭化成,連15.3,"1,986,405","157,933","166,543","105,652",75.6,19
351,"3407
",旭化成,連16.3,"1,940,914","165,203","161,370","91,754",65.7,20
352,"3407
",旭化成,連17.3,"1,882,991","159,229","160,633","115,000",82.3,24
353,"3407
",旭化成,連18.3,"2,042,216","198,475","212,544","170,248",121.9,34
354,"3407
",旭化成,連19.3予,--,--,--,--,--,--
355,"3407
",旭化成,連20.3予,--,--,--,--,--,--
356,"3407
",旭化成,中18.9,"1,041,463","104,306","110,259","78,924",56.5,17
357,"3407
",旭化成,中19.9予,--,--,--,--,--,--
358,"3407
",旭化成,会19.3予,--,--,--,--,--,--
359,"3436
",ＳＵＭＣＯ,連15.12,"236,826","29,447","25,538","19,747",70.1,20
360,"3436
",ＳＵＭＣＯ,連16.12,"211,361","14,046","9,919","6,588",22.5,10
361,"3436
",ＳＵＭＣＯ,連17.12,"260,627","42,085","36,709","27,016",92.1,28
362,"3436
",ＳＵＭＣＯ,連18.12予,--,--,--,--,--,--
363,"3436
",ＳＵＭＣＯ,連19.12予,--,--,--,--,--,--
364,"3436
",ＳＵＭＣＯ,中18.6,"159,023","41,192","40,092","28,151",96.0,30
365,"3436
",ＳＵＭＣＯ,中19.6予,--,--,--,--,--,--
366,"3436
",ＳＵＭＣＯ,四17.1-9,"190,405","28,799","24,228","16,621",56.7,
367,"3436
",ＳＵＭＣＯ,四18.1-9,"242,456","64,252","62,702","42,663",145.5,
368,"3436
",ＳＵＭＣＯ,会18.12予,--,--,--,--,--,--
369,"3861
",王子ホールディングス,連14.3,"1,332,510","57,290","65,176","31,618",32.0,10
370,"3861
",王子ホールディングス,連15.3,"1,347,281","43,867","49,360","15,526",15.7,10
371,"3861
",王子ホールディングス,連16.3,"1,433,595","71,987","60,517","12,706",12.9,10
372,"3861
",王子ホールディングス,連17.3,"1,439,855","70,243","52,949","40,270",40.7,10
373,"3861
",王子ホールディングス,連18.3,"1,485,895","70,781","65,958","36,222",36.6,10
374,"3861
",王子ホールディングス,連19.3予,--,--,--,--,--,--
375,"3861
",王子ホールディングス,連20.3予,--,--,--,--,--,--
376,"3861
",王子ホールディングス,中18.9,"761,862","54,653","53,437","26,754",27.0,6
377,"3861
",王子ホールディングス,中19.9予,--,--,--,--,--,--
378,"3861
",王子ホールディングス,会19.3予,--,--,--,--,--,--
379,"3863
",日本製紙,連14.3,"1,081,277","28,536","28,188","22,770",196.7,40
380,"3863
",日本製紙,連15.3,"1,052,491","23,656","23,204","23,183",200.3,50
381,"3863
",日本製紙,連16.3,"1,007,097","22,623","17,123","2,424",21.0,60
382,"3863
",日本製紙,連17.3,"992,428","23,764","26,994","8,399",72.6,60
383,"3863
",日本製紙,連18.3,"1,046,499","17,613","18,649","7,847",67.8,60
384,"3863
",日本製紙,連19.3予,--,--,--,--,--,--
385,"3863
",日本製紙,連20.3予,--,--,--,--,--,--
386,"3863
",日本製紙,中18.9,"525,515","11,776","13,063","-6,028",-52.1,0
387,"3863
",日本製紙,中19.9予,--,--,--,--,--,--
388,"3863
",日本製紙,会19.3予,--,--,--,--,--,--
389,"4004
",昭和電工,連15.12*,"775,732","33,508","32,050",921,6.4,30
390,"4004
",昭和電工,連16.12,"671,159","42,053","38,690","12,305",86.3,0
391,"4004
",昭和電工,連17.12,"780,387","77,818","63,962","33,470",234.8,80
392,"4004
",昭和電工,連18.12予,--,--,--,--,--,--
393,"4004
",昭和電工,連19.12予,--,--,--,--,--,--
394,"4004
",昭和電工,中18.6,"455,845","78,084","77,791","58,132",398.6,20
395,"4004
",昭和電工,中19.6予,--,--,--,--,--,--
396,"4004
",昭和電工,四17.1-9,"563,813","55,944","42,381","23,437",164.4,
397,"4004
",昭和電工,四18.1-9,"724,938","134,495","134,185","99,272",676.5,
398,"4004
",昭和電工,会18.12予,--,--,--,--,--,--
399,"4005
",住友化学,連14.3,"2,243,794","100,842","111,109","36,977",22.6,9
400,"4005
",住友化学,連15.3,"2,376,697","127,346","157,414","52,192",31.9,9
401,"4005
",住友化学,連16.3,"2,101,764","164,446","171,217","81,451",49.8,14記
402,"4005
",住友化学,◇17.3,"1,939,069","126,467","122,338","76,540",46.8,14
403,"4005
",住友化学,◇18.3,"2,190,509","250,923","240,811","133,768",81.8,22
404,"4005
",住友化学,◇19.3予,--,--,--,--,--,--
405,"4005
",住友化学,◇20.3予,--,--,--,--,--,--
406,"4005
",住友化学,中18.9,"1,122,118","91,932","102,304","61,486",37.6,11
407,"4005
",住友化学,中19.9予,--,--,--,--,--,--
408,"4005
",住友化学,会19.3予,--,--,--,--,--,--
409,"4021
",日産化学,連14.3,"163,658","22,246","23,723","16,701",102.1,30
410,"4021
",日産化学,連15.3,"171,206","25,347","26,391","18,199",114.0,36
411,"4021
",日産化学,連16.3,"176,894","28,606","29,531","22,350",143.4,44
412,"4021
",日産化学,連17.3,"180,289","31,438","31,713","24,026",157.0,52
413,"4021
",日産化学,連18.3,"193,389","34,988","36,235","27,142",180.3,68
414,"4021
",日産化学,連19.3予,--,--,--,--,--,--
415,"4021
",日産化学,連20.3予,--,--,--,--,--,--
416,"4021
",日産化学,中18.9,"98,038","19,399","20,613","15,409",103.5,40
417,"4021
",日産化学,中19.9予,--,--,--,--,--,--
418,"4021
",日産化学,会19.3予,--,--,--,--,--,--
419,"4042
",東ソー,連14.3*,"772,272","41,573","49,508","29,564",98.7,12
420,"4042
",東ソー,連15.3*,"809,683","51,397","60,197","62,297",207.9,20記
421,"4042
",東ソー,連16.3*,"753,736","69,444","65,814","39,675",125.2,28
422,"4042
",東ソー,連17.3*,"743,028","111,216","113,094","75,664",233.1,48
423,"4042
",東ソー,連18.3*,"822,857","130,580","132,256","88,795",273.5,56
424,"4042
",東ソー,連19.3予,--,--,--,--,--,--
425,"4042
",東ソー,連20.3予,--,--,--,--,--,--
426,"4042
",東ソー,中18.9,"424,459","56,003","60,747","41,672",128.3,28
427,"4042
",東ソー,中19.9予,--,--,--,--,--,--
428,"4042
",東ソー,会19.3予,--,--,--,--,--,--
429,"4043
",トクヤマ,連14.3*,"287,330","20,270","14,965","10,218",146.9,30
430,"4043
",トクヤマ,連15.3*,"302,085","19,530","12,920","-65,349",-939.3,0
431,"4043
",トクヤマ,連16.3*,"307,115","23,071","17,725","-100,563","-1,446",0
432,"4043
",トクヤマ,連17.3*,"299,106","39,720","33,998","52,165",738.9,0
433,"4043
",トクヤマ,連18.3*,"308,061","41,268","36,196","19,698",259.8,30記
434,"4043
",トクヤマ,連19.3予,--,--,--,--,--,--
435,"4043
",トクヤマ,連20.3予,--,--,--,--,--,--
436,"4043
",トクヤマ,中18.9,"152,699","17,019","15,470","12,833",184.6,25
437,"4043
",トクヤマ,中19.9予,--,--,--,--,--,--
438,"4043
",トクヤマ,会19.3予,--,--,--,--,--,--
439,"4061
",デンカ,連14.3*,"376,809","21,230","20,604","13,573",145.2,50
440,"4061
",デンカ,連15.3*,"383,978","24,047","24,287","19,021",207.4,62.5記
441,"4061
",デンカ,連16.3*,"369,853","30,634","27,022","19,472",214.7,65
442,"4061
",デンカ,連17.3*,"362,647","25,844","23,158","18,145",205.1,70
443,"4061
",デンカ,連18.3*,"395,629","33,652","31,499","23,035",261.8,105
444,"4061
",デンカ,連19.3予,--,--,--,--,--,--
445,"4061
",デンカ,連20.3予,--,--,--,--,--,--
446,"4061
",デンカ,中18.9,"198,348","14,600","14,968","11,390",130.0,60
447,"4061
",デンカ,中19.9予,--,--,--,--,--,--
448,"4061
",デンカ,会19.3予,--,--,--,--,--,--
449,"4063
",信越化学工業,連14.3,"1,165,819","173,809","180,605","113,617",267.2,100
450,"4063
",信越化学工業,連15.3,"1,255,543","185,329","198,025","128,606",302.1,100
451,"4063
",信越化学工業,連16.3,"1,279,807","208,525","220,005","148,840",349.5,110
452,"4063
",信越化学工業,連17.3,"1,237,405","238,617","242,133","175,912",412.9,120
453,"4063
",信越化学工業,連18.3,"1,441,432","336,822","340,308","266,235",624.3,140
454,"4063
",信越化学工業,連19.3予,--,--,--,--,--,--
455,"4063
",信越化学工業,連20.3予,--,--,--,--,--,--
456,"4063
",信越化学工業,中18.9,"791,701","209,240","217,125","158,815",372.3,100
457,"4063
",信越化学工業,中19.9予,--,--,--,--,--,--
458,"4063
",信越化学工業,会19.3予,--,--,--,--,--,--
459,"4151
",協和発酵キリン,連15.12,"364,316","43,765","39,203","29,774",54.4,25
460,"4151
",協和発酵キリン,◇16.12,"347,956","42,053","42,877","30,450",55.7,25
461,"4151
",協和発酵キリン,◇17.12,"353,380","55,974","55,849","42,899",78.4,27
462,"4151
",協和発酵キリン,◇18.12予,--,--,--,--,--,--
463,"4151
",協和発酵キリン,◇19.12予,--,--,--,--,--,--
464,"4151
",協和発酵キリン,中18.6,"172,120","46,140","45,695","34,271",62.6,15
465,"4151
",協和発酵キリン,中19.6予,--,--,--,--,--,--
466,"4151
",協和発酵キリン,四17.1-9,"258,439","34,399","31,430","19,749",36.1,
467,"4151
",協和発酵キリン,四18.1-9,"253,913","63,281","62,767","47,417",86.6,
468,"4151
",協和発酵キリン,会18.12予,--,--,--,--,--,--
469,"4183
",三井化学,連14.3*,"1,566,046","24,899","22,522","-25,138",-125.5,15
470,"4183
",三井化学,連15.3*,"1,550,076","42,040","44,411","17,261",86.2,25
471,"4183
",三井化学,連16.3*,"1,343,898","70,926","63,183","22,963",114.8,40
472,"4183
",三井化学,連17.3*,"1,212,282","102,149","97,196","64,839",324.1,70記
473,"4183
",三井化学,連18.3*,"1,328,526","103,491","110,205","71,585",358.4,90
474,"4183
",三井化学,連19.3予,--,--,--,--,--,--
475,"4183
",三井化学,連20.3予,--,--,--,--,--,--
476,"4183
",三井化学,中18.9,"720,915","49,740","58,407","41,760",210.2,50
477,"4183
",三井化学,中19.9予,--,--,--,--,--,--
478,"4183
",三井化学,会19.3予,--,--,--,--,--,--
479,"4188
",三菱ケミカルホールディングス,連14.3,"3,498,834","110,460","103,092","32,248",21.9,12
480,"4188
",三菱ケミカルホールディングス,連15.3,"3,656,278","165,681","163,059","60,859",41.4,13
481,"4188
",三菱ケミカルホールディングス,◇16.3,"3,543,352","268,746","252,791","51,358",35.1,15
482,"4188
",三菱ケミカルホールディングス,◇17.3,"3,376,057","268,621","258,343","156,259",106.7,20
483,"4188
",三菱ケミカルホールディングス,◇18.3,"3,724,406","355,711","344,077","211,788",147.1,32
484,"4188
",三菱ケミカルホールディングス,◇19.3予,--,--,--,--,--,--
485,"4188
",三菱ケミカルホールディングス,◇20.3予,--,--,--,--,--,--
486,"4188
",三菱ケミカルホールディングス,中18.9,"1,922,085","186,623","184,083","120,213",84.4,20
487,"4188
",三菱ケミカルホールディングス,中19.9予,--,--,--,--,--,--
488,"4188
",三菱ケミカルホールディングス,会19.3予,--,--,--,--,--,--
489,"4208
",宇部興産,連14.3*,"650,510","24,413","18,691","12,623",121.6,50
490,"4208
",宇部興産,連15.3*,"641,759","24,147","23,228","14,649",138.5,50
491,"4208
",宇部興産,連16.3*,"641,750","41,408","39,620","19,111",180.6,50
492,"4208
",宇部興産,連17.3*,"616,563","34,960","33,348","24,185",228.5,60
493,"4208
",宇部興産,連18.3,"695,574","50,250","50,728","31,680",301.7,75
494,"4208
",宇部興産,連19.3予,--,--,--,--,--,--
495,"4208
",宇部興産,連20.3予,--,--,--,--,--,--
496,"4208
",宇部興産,中18.9,"348,268","15,042","18,696","12,352",117.6,0
497,"4208
",宇部興産,中19.9予,--,--,--,--,--,--
498,"4208
",宇部興産,会19.3予,--,--,--,--,--,--
499,"4272
",日本化薬,連14.3,"160,080","24,090","26,496","16,718",92.3,25
500,"4272
",日本化薬,連15.3,"161,861","22,301","25,162","15,653",86.4,25
501,"4272
",日本化薬,連16.3,"162,922","21,713","21,016","17,291",96.1,30記
502,"4272
",日本化薬,連17.3,"159,117","19,646","19,947","15,635",90.2,30
503,"4272
",日本化薬,連18.3,"167,888","22,606","22,471","15,472",89.4,30
504,"4272
",日本化薬,連19.3予,--,--,--,--,--,--
505,"4272
",日本化薬,連20.3予,--,--,--,--,--,--
506,"4272
",日本化薬,中18.9,"84,859","9,546","11,034","7,446",43.0,15
507,"4272
",日本化薬,中19.9予,--,--,--,--,--,--
508,"4272
",日本化薬,会19.3予,--,--,--,--,--,--
509,"4324
",電通,◇15.12変,"706,469","107,265","106,043","72,653",254.1,75
510,"4324
",電通,◇16.12,"838,359","137,681","132,918","83,501",292.9,85
511,"4324
",電通,◇17.12,"928,841","137,392","149,662","105,478",373.1,90
512,"4324
",電通,◇18.12予,--,--,--,--,--,--
513,"4324
",電通,◇19.12予,--,--,--,--,--,--
514,"4324
",電通,中18.6,"481,654","40,533","22,903","10,786",38.3,45
515,"4324
",電通,中19.6予,--,--,--,--,--,--
516,"4324
",電通,四17.1-9,"657,143","63,774","70,036","44,513",157.3,
517,"4324
",電通,四18.1-9,"725,168","57,993","98,487","58,200",206.5,
518,"4324
",電通,会18.12予,--,--,--,--,--,--
519,"4452
",花王,◇15.12,"1,474,550","167,318","166,038","105,196",209.8,80
520,"4452
",花王,◇16.12,"1,457,610","185,571","183,430","126,551",253.4,94
521,"4452
",花王,◇17.12,"1,489,421","204,791","204,290","147,010",298.3,110
522,"4452
",花王,◇18.12予,--,--,--,--,--,--
523,"4452
",花王,◇19.12予,--,--,--,--,--,--
524,"4452
",花王,中18.6,"729,030","90,755","89,904","62,805",127.8,60
525,"4452
",花王,中19.6予,--,--,--,--,--,--
526,"4452
",花王,四17.1-9,"1,080,250","137,791","137,362","96,423",195.6,
527,"4452
",花王,四18.1-9,"1,097,809","142,187","141,893","99,436",203.0,
528,"4452
",花王,会18.12予,--,--,--,--,--,--
529,"4502
",武田薬品工業,◇14.3,"1,691,685","139,274","158,851","106,658",135.1,180
530,"4502
",武田薬品工業,◇15.3,"1,777,824","-129,254","-145,437","-145,775",-185.4,180
531,"4502
",武田薬品工業,◇16.3,"1,807,378","130,828","120,539","80,166",102.3,180
532,"4502
",武田薬品工業,◇17.3,"1,732,051","155,867","143,346","114,940",147.2,180
533,"4502
",武田薬品工業,◇18.3,"1,770,531","241,789","217,205","186,886",239.4,180
534,"4502
",武田薬品工業,◇19.3予,--,--,--,--,--,--
535,"4502
",武田薬品工業,◇20.3予,--,--,--,--,--,--
536,"4502
",武田薬品工業,中18.9,"880,611","171,956","160,780","126,668",161.8,90
537,"4502
",武田薬品工業,中19.9予,--,--,--,--,--,--
538,"4502
",武田薬品工業,会19.3予,--,--,--,--,--,--
539,"4503
",アステラス製薬,◇14.3*,"1,139,909","116,806","121,975","90,874",40.5,27
540,"4503
",アステラス製薬,◇15.3,"1,247,259","185,663","189,683","135,856",61.5,30
541,"4503
",アステラス製薬,◇16.3,"1,372,706","248,986","261,770","193,687",89.8,32
542,"4503
",アステラス製薬,◇17.3,"1,311,665","260,830","281,769","218,701",103.7,34
543,"4503
",アステラス製薬,◇18.3,"1,300,316","213,258","218,113","164,679",81.1,36
544,"4503
",アステラス製薬,◇19.3予,--,--,--,--,--,--
545,"4503
",アステラス製薬,◇20.3予,--,--,--,--,--,--
546,"4503
",アステラス製薬,中18.9,"647,096","126,842","128,298","103,867",53.2,19
547,"4503
",アステラス製薬,中19.9予,--,--,--,--,--,--
548,"4503
",アステラス製薬,会19.3予,--,--,--,--,--,--
549,"4506
",大日本住友製薬,連14.3,"387,693","42,142","40,631","20,060",50.5,18
550,"4506
",大日本住友製薬,連15.3,"371,370","23,275","23,331","15,447",38.9,18
551,"4506
",大日本住友製薬,連16.3,"403,206","36,929","35,221","24,697",62.2,18
552,"4506
",大日本住友製薬,◇17.3,"408,357","40,286","42,781","31,316",78.8,20
553,"4506
",大日本住友製薬,◇18.3,"466,838","88,173","84,866","53,448",134.5,28特
554,"4506
",大日本住友製薬,◇19.3予,--,--,--,--,--,--
555,"4506
",大日本住友製薬,◇20.3予,--,--,--,--,--,--
556,"4506
",大日本住友製薬,中18.9,"226,155","29,607","37,599","27,869",70.2,9
557,"4506
",大日本住友製薬,中19.9予,--,--,--,--,--,--
558,"4506
",大日本住友製薬,会19.3予,--,--,--,--,--,--
559,"4507
",塩野義製薬,連14.3,"289,717","63,556","63,906","41,831",124.9,46
560,"4507
",塩野義製薬,連15.3,"273,991","50,365","77,880","44,060",132.7,52
561,"4507
",塩野義製薬,連16.3,"309,973","91,406","100,869","66,687",204.8,62
562,"4507
",塩野義製薬,連17.3,"338,890","108,178","123,031","83,879",259.9,72
563,"4507
",塩野義製薬,連18.3,"344,667","115,219","138,692","108,866",342.7,82
564,"4507
",塩野義製薬,連19.3予,--,--,--,--,--,--
565,"4507
",塩野義製薬,連20.3予,--,--,--,--,--,--
566,"4507
",塩野義製薬,中18.9,"168,203","57,304","70,077","57,896",184.3,44
567,"4507
",塩野義製薬,中19.9予,--,--,--,--,--,--
568,"4507
",塩野義製薬,会19.3予,--,--,--,--,--,--
569,"4519
",中外製薬,◇15.12,"498,839","86,784","87,276","61,125",112.0,58特
570,"4519
",中外製薬,◇16.12,"491,780","76,884","74,448","53,592",98.1,52
571,"4519
",中外製薬,◇17.12,"534,199","98,934","97,031","72,713",133.0,62
572,"4519
",中外製薬,◇18.12予,--,--,--,--,--,--
573,"4519
",中外製薬,◇19.12予,--,--,--,--,--,--
574,"4519
",中外製薬,中18.6,"285,123","66,569","64,996","48,672",89.0,31
575,"4519
",中外製薬,中19.6予,--,--,--,--,--,--
576,"4519
",中外製薬,四17.1-9,"387,645","76,233","74,853","57,196",104.7,
577,"4519
",中外製薬,四18.1-9,"426,440","97,912","95,632","70,340",128.6,
578,"4519
",中外製薬,会18.12予,--,--,--,--,--,--
579,"4523
",エーザイ,◇14.3,"599,490","66,398","62,298","38,251",134.1,150
580,"4523
",エーザイ,◇15.3,"548,465","28,338","25,875","43,254",151.6,150
581,"4523
",エーザイ,◇16.3,"547,922","51,935","50,473","54,933",192.2,150
582,"4523
",エーザイ,◇17.3,"539,097","59,064","57,668","39,358",137.6,150
583,"4523
",エーザイ,◇18.3,"600,054","77,212","76,803","51,845",181.2,150
584,"4523
",エーザイ,◇19.3予,--,--,--,--,--,--
585,"4523
",エーザイ,◇20.3予,--,--,--,--,--,--
586,"4523
",エーザイ,中18.9,"310,125","48,370","49,658","32,654",114.0,70
587,"4523
",エーザイ,中19.9予,--,--,--,--,--,--
588,"4523
",エーザイ,会19.3予,--,--,--,--,--,--
589,"4543
",テルモ,連14.3*,"467,359","65,288","63,802","34,096",89.8,29
590,"4543
",テルモ,連15.3,"489,506","67,456","70,730","38,470",101.3,30.5
591,"4543
",テルモ,連16.3,"525,026","81,703","73,090","50,676",135.1,39
592,"4543
",テルモ,◇17.3,"514,164","87,777","74,881","55,003",152.3,42
593,"4543
",テルモ,◇18.3,"587,775","108,552","106,630","91,295",259.1,50
594,"4543
",テルモ,◇19.3予,--,--,--,--,--,--
595,"4543
",テルモ,◇20.3予,--,--,--,--,--,--
596,"4543
",テルモ,中18.9,"284,997","47,582","44,527","34,454",95.7,27
597,"4543
",テルモ,中19.9予,--,--,--,--,--,--
598,"4543
",テルモ,会19.3予,--,--,--,--,--,--
599,"4568
",第一三共,◇14.3,"1,118,241","111,552","99,775","60,943",86.6,60
600,"4568
",第一三共,◇15.3,"919,372","74,422","79,936","322,119",457.6,60
601,"4568
",第一三共,◇16.3,"986,446","130,412","122,388","82,282",119.4,70記
602,"4568
",第一三共,◇17.3,"955,124","88,929","87,788","53,466",79.6,70
603,"4568
",第一三共,◇18.3,"960,195","76,282","81,021","60,282",91.3,70
604,"4568
",第一三共,◇19.3予,--,--,--,--,--,--
605,"4568
",第一三共,◇20.3予,--,--,--,--,--,--
606,"4568
",第一三共,中18.9,"446,850","57,984","58,635","44,014",68.0,35
607,"4568
",第一三共,中19.9予,--,--,--,--,--,--
608,"4568
",第一三共,会19.3予,--,--,--,--,--,--
609,"4578
",大塚ホールディングス,◇15.12,"1,427,375","148,886","150,299","101,957",188.2,100
610,"4578
",大塚ホールディングス,◇16.12,"1,195,547","101,145","116,680","92,563",170.8,100
611,"4578
",大塚ホールディングス,◇17.12,"1,239,952","104,181","103,712","112,492",207.6,100
612,"4578
",大塚ホールディングス,◇18.12予,--,--,--,--,--,--
613,"4578
",大塚ホールディングス,◇19.12予,--,--,--,--,--,--
614,"4578
",大塚ホールディングス,中18.6,"618,325","78,309","80,656","63,876",117.9,50
615,"4578
",大塚ホールディングス,中19.6予,--,--,--,--,--,--
616,"4578
",大塚ホールディングス,四17.1-9,"919,022","94,885","93,864","73,064",134.8,
617,"4578
",大塚ホールディングス,四18.1-9,"948,074","96,750","98,519","77,678",143.4,
618,"4578
",大塚ホールディングス,会18.12予,--,--,--,--,--,--
619,"4631
",ＤＩＣ,連15.12*,"819,999","51,068","48,995","37,394",389.4,80
620,"4631
",ＤＩＣ,連16.12*,"751,438","54,182","55,797","34,767",366.7,100
621,"4631
",ＤＩＣ,連17.12,"789,427","56,483","56,960","38,603",407.6,120
622,"4631
",ＤＩＣ,連18.12予,--,--,--,--,--,--
623,"4631
",ＤＩＣ,連19.12予,--,--,--,--,--,--
624,"4631
",ＤＩＣ,中18.6,"398,788","24,318","24,473","14,905",157.5,60
625,"4631
",ＤＩＣ,中19.6予,--,--,--,--,--,--
626,"4631
",ＤＩＣ,四17.1-9,"583,310","40,555","40,676","35,119",370.7,
627,"4631
",ＤＩＣ,四18.1-9,"600,748","36,412","36,441","22,442",237.1,
628,"4631
",ＤＩＣ,会18.12予,--,--,--,--,--,--
629,"4704
",トレンドマイクロ,連15.12,"124,317","30,976","34,071","21,435",157.7,110
630,"4704
",トレンドマイクロ,連16.12,"131,936","34,360","35,138","24,651",179.6,141
631,"4704
",トレンドマイクロ,連17.12,"148,811","36,441","37,035","25,691",187.0,149
632,"4704
",トレンドマイクロ,連18.12予,--,--,--,--,--,--
633,"4704
",トレンドマイクロ,連19.12予,--,--,--,--,--,--
634,"4704
",トレンドマイクロ,中18.6,"77,490","17,851","18,242","13,468",97.8,0
635,"4704
",トレンドマイクロ,中19.6予,--,--,--,--,--,--
636,"4704
",トレンドマイクロ,四17.1-9,"107,782","27,929","28,145","20,515",149.4,
637,"4704
",トレンドマイクロ,四18.1-9,"117,976","27,226","27,739","21,010",152.0,
638,"4704
",トレンドマイクロ,会18.12予,--,--,--,--,--,--
639,"4751
",サイバーエージェント,連14.9*,"205,234","22,220","22,188","9,556",76.5,30記
640,"4751
",サイバーエージェント,連15.9*,"254,381","32,747","32,314","14,792",118.1,25
641,"4751
",サイバーエージェント,連16.9*,"310,665","36,790","35,341","13,612",108.4,25
642,"4751
",サイバーエージェント,連17.9,"371,362","30,700","28,741","4,024",32.0,32
643,"4751
",サイバーエージェント,連18.9,"419,512","30,163","28,565","4,849",38.5,32
644,"4751
",サイバーエージェント,連19.9予,--,--,--,--,--,--
645,"4751
",サイバーエージェント,連20.9予,--,--,--,--,--,--
646,"4751
",サイバーエージェント,中18.3,"207,495","19,730","18,574","4,248",33.8,0
647,"4751
",サイバーエージェント,中19.3予,--,--,--,--,--,--
648,"4751
",サイバーエージェント,会19.9予,--,--,--,--,--,--
649,"4755
",楽天,◇14.12,"598,565","106,397","104,245","70,614",53.5,4.5
650,"4755
",楽天,◇15.12,"713,555","94,689","91,987","44,436",32.3,4.5
651,"4755
",楽天,◇16.12,"781,916","77,977","73,923","37,995",26.7,4.5
652,"4755
",楽天,◇17.12,"944,474","149,344","138,082","110,585",80.0,4.5
653,"4755
",楽天,◇18.12予,--,--,--,--,--,--
654,"4755
",楽天,◇19.12予,--,--,--,--,--,--
655,"4755
",楽天,中18.6,"512,161","89,670","86,101","64,522",47.9,0
656,"4755
",楽天,中19.6予,--,--,--,--,--,--
657,"4755
",楽天,四17.1-9,"676,477","120,162","110,783","72,647",52.2,
658,"4755
",楽天,四18.1-9,"790,330","133,544","129,298","107,923",80.0,
659,"4901
",富士フイルムホールディングス,◎14.3,"2,418,095","128,461","144,740","71,558",148.5,50記
660,"4901
",富士フイルムホールディングス,◎15.3,"2,463,387","164,415","188,966","110,940",230.1,60
661,"4901
",富士フイルムホールディングス,◎16.3,"2,460,383","180,626","182,242","116,402",250.0,65
662,"4901
",富士フイルムホールディングス,◎17.3,"2,322,163","172,281","194,775","131,506",296.3,70
663,"4901
",富士フイルムホールディングス,◎18.3,"2,433,365","130,679","197,807","140,694",322.6,75
664,"4901
",富士フイルムホールディングス,◎19.3予,--,--,--,--,--,--
665,"4901
",富士フイルムホールディングス,◎20.3予,--,--,--,--,--,--
666,"4901
",富士フイルムホールディングス,中18.9,"1,172,743","83,930","98,831","65,494",152.4,40
667,"4901
",富士フイルムホールディングス,中19.9予,--,--,--,--,--,--
668,"4901
",富士フイルムホールディングス,会19.3予,--,--,--,--,--,--
669,"4902
",コニカミノルタ,連14.3,"943,759","58,144","54,621","21,861",41.4,17.5記
670,"4902
",コニカミノルタ,◇15.3,"1,002,758","65,762","65,491","40,934",81.0,20
671,"4902
",コニカミノルタ,◇16.3,"1,031,740","60,069","58,029","31,973",64.4,30
672,"4902
",コニカミノルタ,◇17.3,"962,555","50,135","49,341","31,542",63.7,30
673,"4902
",コニカミノルタ,◇18.3,"1,031,256","53,844","49,124","32,248",65.2,30
674,"4902
",コニカミノルタ,◇19.3予,--,--,--,--,--,--
675,"4902
",コニカミノルタ,◇20.3予,--,--,--,--,--,--
676,"4902
",コニカミノルタ,中18.9,"517,087","34,605","33,157","23,334",47.2,15
677,"4902
",コニカミノルタ,中19.9予,--,--,--,--,--,--
678,"4902
",コニカミノルタ,会19.3予,--,--,--,--,--,--
679,"4911
",資生堂,連15.12変,"763,058","37,660","37,588","23,210",58.2,20
680,"4911
",資生堂,連16.12,"850,306","36,780","37,174","32,101",80.4,20
681,"4911
",資生堂,連17.12,"1,005,062","80,437","80,327","22,749",57.0,27.5
682,"4911
",資生堂,連18.12予,--,--,--,--,--,--
683,"4911
",資生堂,連19.12予,--,--,--,--,--,--
684,"4911
",資生堂,中18.6,"532,596","71,111","72,807","47,666",119.3,20
685,"4911
",資生堂,中19.6予,--,--,--,--,--,--
686,"4911
",資生堂,四17.1-9,"731,201","70,654","70,370","-16,958",-42.5,
687,"4911
",資生堂,四18.1-9,"805,760","101,412","102,663","64,000",160.2,
688,"4911
",資生堂,会18.12予,--,--,--,--,--,--
689,"5002
",昭和シェル石油,連13.12,"2,953,808","75,430","76,204","60,295",160.1,36
690,"5002
",昭和シェル石油,連14.12,"2,997,984","-18,057","-16,723","-9,703",-25.8,38
691,"5002
",昭和シェル石油,連15.12,"2,177,625","-12,209","-13,282","-27,467",-72.9,38
692,"5002
",昭和シェル石油,連16.12,"1,726,075","46,410","47,840","16,919",44.9,38
693,"5002
",昭和シェル石油,連17.12,"2,045,936","78,477","92,973","42,751",113.5,40
694,"5002
",昭和シェル石油,連19.3予変,--,--,--,--,--,--
695,"5002
",昭和シェル石油,中18.6,"1,222,061","73,968","75,423","46,543",123.6,21
696,"5002
",昭和シェル石油,四17.1-9,"1,447,977","40,590","44,676","19,214",51.0,
697,"5002
",昭和シェル石油,四18.1-9,"1,876,695","105,052","107,605","68,348",181.6,
698,"5002
",昭和シェル石油,会19.3予変,--,--,--,--,--,--
699,"5020
",ＪＸＴＧホールディングス,連14.3,"12,412,013","213,657","302,329","107,042",43.1,16
700,"5020
",ＪＸＴＧホールディングス,連15.3,"10,882,460","-218,885","-150,114","-277,212",-111.5,16
701,"5020
",ＪＸＴＧホールディングス,連16.3,"8,737,818","-62,234","-8,608","-278,510",-112.0,16
